normalize_text,emotion,source,skor
saya tidak tau ini depresi atau tidak saya sudah tahun ini nangis diem2 saat semua tidur kadang emak sampai nanya kenapa mata kamu sembab ya cari alasan kadang lagi ketawa sama temen tiba tiba nangis dulu pernah pengennya kumpul sama temen sekarang sedikitpun tidak ada niat padahal kesepian rasanya mau nyerah terus tapi masih takut tuhan,fear,youtube,0.668153105
pernah mengalami depresi sampai pernah memutuskan mengakhiri hidup 4x mengalami percobaan bundir karena depresi yang terus menerus tidak ada yang mau dengerin saya dkucilkan keluarga bahkan dianggap tidak ada,fear,youtube,0.742781353
iya bang saya dulu pernah depresi gara   ada masalah orangtua dirumah saya selalu menyendiri jarang ikut kumpul orang   tidak banyak bicara dan saya pun pas waktu depresi itu saya marah   sangat marah apa yang ada didekatku saya banting saya lempar bang dan saya berteriak dihutan biar lega dihati alhasil apa zonk bang terus saya berniat berwudhu terus menjalankan yang apa disuruh tuhan swt yaitu sholat dan berzikir dan berdoa alhasil alhamdullah depresi dulu sampai sekarang udah hilang sekarang udah tidak lagi bang,anger,youtube,0.650791373
buat yang bilang depresi cuma rasa sedih kalian tidak tau rasanya pengin mengakhiri hidup,anticipation,youtube,1.069044968
aku hampir masuk di antara sarat depresi malah selama tahun inih saya hanya tertawa jika melihat orang yang menderita itu saya malah pengin ketawa terbahak bahak tapi saya selalu menahanyh apa depresi bisa di sebuhkan,anticipation,youtube,0.676123404
aku tau aku telat nonton ini but buat yang depresi lagi sedih jangan nyerah jangan kebanyakan sedih lagi ya masih banyak kesenangan lain yang belum kamu rasain aja usahain buat cerita ke orang terdekat jangan di pendam sendiri lt,joy,youtube,0.960768923
gea depresi dan udah ngerencanain mau bunuh diri besok senin,anticipation,youtube,0.632455532
rasa cemas dapat bersifat normal dalam situasi yang menegangkan misalnya berbicara di depan umum atau mengerjakan ujian   rasa cemas hanya indikator penyakit jika perasaan menjadi berlebihan menguras tenaga dan pikiran serta mengganggu kehidupan sehari hari   inilah yang tidak di pahami dari kebanyakan orang orang di sekitar kita,fear,youtube,0.714285714
aku di diagnosis sama psikolog anxiety dan depresi sedang lambat laun bener bener ganggu aktivitas mau ngerjain skripsi aja susah banget bisa kurang tidur bisa kelebihan tidur terkadang mau keluar dari pikiran pikiran ini selalu susah semoga teman teman yang mengalami hal yang sama sepertiku bisa dapat dipermudah dan menemukan solusi semangatt teman teman,fear,youtube,0.816496581
yang banyak di indonesia kalau liat orang depresi malah di bilang ih lebay atau buat mereka makin depresi dengan   eh kamu mending   atau   ah gitu aja     kamunya sih yang kurang gini kurang gitu   yeah intinya lingkungan orang tocxis bikin penekanan jadi depresi,disgust,youtube,0.866025404
dari tahun sampai sekarang moodku turun naik ngerasa hidup kosong tidak punya temen nolep kadang tiba tiba tremor cemas tidak tau kenapa takut keramaian dan malem susah tidur apa itu gejala depresi,fear,youtube,0.883883476
admin saya ini tidak tau apakah saya depresi atau gimana saya tidak ada keinginan melakukan kegiana aktivitas sehari   badan rasanya selalu cape padahal tidak ngapa   ini susah tidur kalau malam padahl tidak mikirin apa   hati rasanya sesak tidak tau kenapa pengin nangis terus tidak tau sebabnyaa lelah aja gitu kenapa ya minimal minta solusi minimal capek gini terus,anticipation,youtube,0.51214752
video ini di buat sebelum kita mengenal covid sekarang jaman pandemi gini banyak banget yang depresi,trust,youtube,0.5
sedih banget saya mengalami fase ini setelah seseorang membully saya rasanya sedih kecewa tidak ingin kesekolah ingin mengurung diri saya baru tahu yang saya alami adalah depresi selama bulan disekolah saya tidak pernah bersemangat nilai saya pun sempat turun drastis tapi setahun kemudian saya bertekad agar menghilangkan depresi tersebut teman saya takut pada yang membully saya mereka hanya mendukung dibelakang untungnya saya bisa menguatkan hati dan sekarang fase depresi tersebut sudah terkurangi semenjak tidak sekelas dengan yang membully saya hati saya sangat ringan,fear,youtube,1.0976426
siapa yang depresi setiap hari dijauhi teman kakek nenek meninggal bibi meninggal merasa kesepian ketka diluar ketawa terbahak bahk bercanda di dalam sedih kesepian bersalh trauma,disgust,youtube,1.568929081
susah tidur tidak napsu makan suasana hati tidak jelas tidak bisa bergaul sama orang selalu pengin sendiri dab selalu berfikir buat bunuh diri termasuk depresi atau capek mental,anticipation,youtube,0.755928946
halo admin neuron bahas gangguan cemas gad dong,fear,youtube,0.707106781
entah kenapa saat kesepian aku selalu melihat cermin dan merasa senang walaupun itu hanya pantulan,joy,youtube,0.516397779
hah kalian sedih jangan sedih kawan nah eskrim buat kao edit dan ingat kawan dia cuman ngejelasin apa itu depresi dan dengan senangnya orang komen panjang panjang cuman buat adu nasib bodoh,joy,youtube,1.060660172
saya kok bahagia saat depresi ya hahahah,joy,youtube,0.755928946
serius tanya ngurung diri nangis gajelas gasuka keramaian banyak omong kalau ketemu orang yang menurutnya cocok tapi kadang diam juga takut ketemu orang lain tidak bisa tidur tenang gasuka melakukan hal2 lain mood2an dalam sekejab udah murung apa hal tersebut bisa di klaim depresi menurutku depresi tidak bisa d selamatkan itu bukan karena tidak ada obatnya hanya orang lain terlalu menyepelekan penyakit ini makanya orang yang depresipun tidak bisa di sembuhkan karena orang lain bersikap menyepelekan dan tidak bisa mengajak yang depresi merasa aman orang depresi butih tempat cerita dan orang yang mendengarkan bener2 ngedengerin biarpun si orang yang dpresi ini tidak tau perasaannya sebenarnya sedang merasa apa hanya butuh tempat curhat dan jawaban2 yang sesuai tidak nyakitin hati kadaang menyarankn untuk ke pskiater termasuk menyakitkan juga,fear,youtube,0.798620858
orang depresi cuma butuh didengarkan tidak minta pendapat andai orang paham soal ini dan tidak tertawa seakan akan masalahnya sepele bilang kurang bersyukur kurang iman dan sebagainya kita manusia biasa yang bisa jatuh mentalnya kapanpun itu jangan samakan dengan yang derajat keimanannya lebih tinggi beda kita bukan manusia seperti itu jangan munafik lah akui saja jika imanmu lemah maka kamu lebih sering kesepian,joy,youtube,0.503952631
siapa disini yang depresi sampek pengin mati,anticipation,youtube,0.755928946
sebagai orang yang pernah mengalami depresi aku tau jelas gimana rasanya kami yang mengalami depresi butuh dorongan butuh tempat mengatakan bukannya solusi yang bersifat meremehkan dan tidak perduli meskipun kalian tidak mau memberikan saran dan dorongan cukup dengarkan kami merasa lebih baik ketika usai menceritakan dan diantara banyak orang didekat kami kami akan memilih satu sebagai orang yang paling kami percaya buat kamu yang masih terjebak dalam lingkaran hitam depresi semua bakal baik baik saja everything gonna be ok tidak perlu takut buat terbuka sama orang yang kalian percaya aku juga pernah mengalami tidak perlu takut ayo bangkit berdiri aku disamping kamu temenin kamu jalan dan bangkit tidak masalah kalau lelah kita istirahat oke semangat,fear,youtube,0.742781353
aku tidak suka hidup di kehidupan sosial sih aku sering cari teman atau sahabat online yang selalu ada buat aku aku emang kesepian terus baru nyari sahabat bentar udah hilang terus bagi aku sahabat aku yang sangat membantu aku justru aku suka nangis sendiri nyakitin aku dengerin lagu tapi pertanyaannya itu termasuk gejala penyakit depresi tidak,fear,youtube,0.534522484
dulu pernah berobat ke psikiater sambil menunggu dokter nya datang eh perawat nya pada bilang n liat nya seperti aneh gitu ke saya mereka juga bilang   heh stress bawa senang2 aja banyakin brsyukur   kebetulan mmh juga nemenin terus ikut2an ngeiyain kata perawatnya mereka tidak ngerasain aja gimana rasanya depresi cuma ngejudge liat luarnya doang sedih sih ya rasanya masih banyak yang tidak peduli depresi cuman dianggap   lemah kurang bersyukur iman tidak kuat   istilag kasarnya   mengada2 supaya diperhatiin   doang padahal aah shit susah bilang nya,anger,youtube,0.632455532
banyaknih anak2 tahun self diagnose depresi tapi kenyataanya mereka cuman males tiap hari main game terus pas dimarahin orang tua pasang status wa   pengin mati hidup kayak gini amat     broken home   taik lah yang benar depresi aja tidak berani kayak gitu malu maluin umat kamu,anger,youtube,0.571428571
kadang kebanyakan orang disosmed sedih dikit aja udah bilang depresi lah pengin suicide lah padahal banyak hal positif yang bisa dilakukan dan masa depan mereka itu cerah,anticipation,youtube,0.769800359
saya malah percaya ganja bisa jadi obat buat depresi,trust,youtube,0.666666667
banyak yang ngaku depresi padahal sebenarnya cuman sekedar sedih biasa atau capek sama kesibukan mereka bukan karena depresi benar dan yang mengklaim dirinya depresi pun bukan ahli kejiwaan melainkan karena self diagnosa saya bingung sama orang seperti itu yang benar depresi aja tidak suka dengan situasi depresi itu dan ingin sembuh lah ini normal ngaku depresi berlindung di balik self diagnosa nya malah,anticipation,youtube,1.763834207
ingin bertemu dengan professional tapi dana belum ada ketika mencari pertolongan ke teman selalu tidak jadi karena tidak mau merepotkan mereka pemikiran2 buruk setiap hari membuat sakit kepala dan bahkan tangan menjadi tremor setiap kali menahan menangis perasaan ketakutan terus mengganggu takut akan segala hal saya tidak tau apakah ini depresi atau bukan karena saya tidak mau sampai depresi,fear,youtube,0.520755644
depresi itu berawal dari penolakan kita terhadap suatu energy kejadian yang tidak sesuai keinginan sehingga kita kehabisan tenaga untuk terus menolaknya padahal jika di terima saja justru mental akan semakin kuat dan sehat berpikir jadi lebih mudah tidur terasa nyaman makan lebih nikmat wajah awet muda intinya apapun yang telah akan terjadi belajarlah untuk menerimanya karena kekuatan mental kita terbentuk melalui kerasnya tekanan masa masa sulit seperti itu menciptakan pikiran yang kuat,trust,youtube,0.707106781
buat yang lagi depresi buka lah mata kamu dan lihatlah dunia berkumpulah bersama orang2 dan bercandalah bersama mereka buat lah dirimu tertawa dan bahagia i know it s hard but i know kamu bisa di it cause u r spesiallll jangan pernah merasa kesepian putus ada dan sedih ya karena itu akan membuat kamu semakin terpuruk buat lah dirimu santai anggap lah diri kamu bahagia walau tidak karena itu akan membuat kamu merasa lebih baik i kamu feel bad kamu bisa tell saya d im siapa to listen kamu komen dan i wanna be kamu friend so tetap mangattssss ikutilah kemana angin menghembuskan kamu jika badai datang beristirahat lah dan bangkit lagi ketika badai telah berlalu,trust,youtube,0.554700196
akhirnya sudah tau penyebab waktu itu kaya sedih terus selama atau minggu setelah nenek meninggal,disgust,youtube,0.516397779
saya cerita tentang orang yang bunuh diri karena depresi ke emak saya eh malah dibilang itu mah kurang iman aja dia tidak ngerti mental orang beda2 saya aja depresi berat karena sering dibully dikucilkan saudara sendiri boke kehilangan pekerjaan rasanya pengin cepat pergi dari dunia ini lalu bereinkarnasi menjadi kebalikan dari semua ini,anticipation,youtube,0.68680282
kesehatan mental memang tidak bisa diremehkan anda harus segera mengunjungi psikiater saat kita mengalami depresi kita memang sangat membutuhkan teman yang siap mendengarkan cerita kita karena itu akan membuat kita merasa lebih baik nah bagi teman teman yang sedang dalam keadaan susah dan sedih sehingga mengalami depresi saya siap menjadi pendengar yang baik bagi kalian bagi yang ingin bercerita dan curhat bisa kalian katakan pada kolom komentar saya saya akan membaca dan memahami masalah kalian sehingga itu membuat kalian merasa lebih baik salam sehat tetap semangat dalam menjalani hidup walaupun dalam keadaan covid ini iya tuhan yesus memberkati,anticipation,youtube,0.707106781
saya depresi dan saya tidak tau harus apa fuckkkk this fucking moment pices shit ashole,anger,youtube,0.516397779
aku anak depresi ya mungkin karena diri saya sendiri biang masalah dan orang tua saya tidak pernah belain aku aku murung dan hampir nangis   apaan sih cemberut bikin kesel aja deh sok depresi lah sok ini lah lebay jijik aku lahirin kamu   dan aku selalu ngerasa mamah papah sayang nya cuman pada adek pertama saya,anger,youtube,0.529812943
aku kemarin ke psikolog lalu di beri obat anti depressan sama obat penen di biar tidak cemas sama mudah tidur fluoxetine sama clobazam tapi aku masih bingung diminum apa tidak menurut kalian gimana,fear,youtube,0.522232968
aku mungkin bukan depresi aku hanya cape hidup disekitar orang yang tidak mengerti aku mempedulikan aku selalu disalah kan terkadang aku bingung apa aku gunanya aku hidup di dunia ini aku lelah aku ingin seperti anak anak lain yang hidup bahagia aku sudah menemukan kebahagian aku sendiri tapi kebahagiaan saya itu membuat orang orang disekitar saya semakin membenci saya aku lelah,joy,youtube,0.51214752
sering banget kalau orang depresi sudah pgn mati sudah tidak kuat sudah pgn nyerah orang   bukannya nge support malah bodoh amat nganggapnya cuman bercanda dan pasti yang bener bener depresi itu terkadang selalu tidak dianggap sedangkan yang pura   depresi dapet banyak empati saya bener   bingung sama manusia yang acting dikasi empati yang bener   diabaikan maunya apasi kita orang   depresi cuman pengin didengerin diperhatiin dianggap dan bukan diabaikan bahkan sampai di bully ada yang dengar pun cerita kita mereka malah bilang   dekatkan diri ke tuhan     rajin ibadah biar tenang     kamu kurang iman coba deh ibadah   justru itu penyebab kita tidak beriman adalah depresi bukannya kurang iman menyebabkam depresi please ngertiin dong kita cuman pengin diperlakukan selayaknya bukan diabaikan,fear,youtube,1.060660172
kalau aku depresi dan marah biasa nya mukul kepala sendiri this adalah real,anger,youtube,0.554700196
gimana nih aku ngalamin depresi takut sama setan dan takut mati gimana ini penjelasanya,fear,youtube,0.534522484
aku anak tunggal broken home mamaku tidak kerja aku menghidupi ibu amp nenekku bayar listrik makan uang obat nenek 5juta bayar hutang mamaku 1jt karena saya kerja diluar kota aku kos 700rb belum makan sebulan aku 500rb bensin 100rb bulan aku sehari kerja 2x jam 9pagi 7malam di kantor jam 9malam 2pagi jadi spg flyer di bar hidupku susah aku depresi tapi terkadang keadaan keluargaku bikin saya down aku pernah ke psikiater katanya aku Cuma butuh istirahat kalau saya istirahat bill bulananku tidak bisa kebayar aku tidak bisa nabung aku tidak bisa beli rumah impian kadang pengin mati tapi saya tidak bisa ninggalin ibu amp nenekku apakah ada solusi,disgust,youtube,0.6704784
aku tidak tau aku depresi atau tidak tapi gejalanya hampir mirip semoga tidak,anticipation,youtube,0.554700196
