normalize_text;teks_no_stop;teks_final;label;label_id
jijik lihat orang batuk tanpa menutup mulut di bioskop;jijik lihat orang batuk menutup mulut bioskop;jijik lihat orang batuk tutup mulut bioskop;disgust;2
aku masih ingat semua janji yang kita buat tapi sekarang hubungan ini cuma tinggal kenangan;aku ingat semua janji kita buat sekarang hubungan cuma tinggal kenangan;aku ingat semua janji kita buat sekarang hubung cuma tinggal kenang;sadness;5
kadang ingin berhenti aja udah capek banget;kadang berhenti aja capek banget;kadang henti aja capek banget;sadness;5
aku tahu kita bisa mencapai tujuan kita karena saling percaya;aku tahu bisa mencapai tujuan karena saling percaya;aku tahu bisa capai tuju karena saling percaya;trust;6
rasanya sakit banget ketika harus merelakan hubungan yang dulu pernah begitu indah;rasanya sakit banget harus merelakan hubungan dulu pernah indah;rasa sakit banget harus rela hubung dulu pernah indah;sadness;5
aku merasa bahagia ketika bisa berolahraga dan merasakan energi yang lebih baik;aku merasa bahagia bisa berolahraga merasakan energi lebih baik;aku rasa bahagia bisa olahraga rasa energi lebih baik;joy;4
rasanya tidak sabar banget ingin tahu apa yang akan terjadi besok;rasanya sabar banget tahu apa akan terjadi besok;rasa sabar banget tahu apa akan jadi besok;anticipation;1
rasanya bahagia ketika bisa menyelesaikan masalah yang sulit dengan cara yang sederhana;rasanya bahagia bisa menyelesaikan masalah sulit cara sederhana;rasa bahagia bisa selesai masalah sulit cara sederhana;joy;4
aku masih sering berpikir tentang semua hal yang hilang bersamanya;aku sering berpikir semua yang hilang bersamanya;aku sering pikir semua yang hilang sama;sadness;5
aku takut bahwa semua usaha yang aku lakukan akan sia sia;aku takut semua usaha aku lakukan sia sia;aku takut semua usaha aku laku sia sia;fear;3
nemu cicak mati di lemari baju;nemu cicak mati lemari baju;nemu cicak mati lemari baju;disgust;2
rasa takut ini membuatku merasa seperti semua yang aku lakukan tidak pernah cukup;rasa takut membuatku merasa semua aku lakukan pernah cukup;rasa takut buat rasa semua aku laku pernah cukup;fear;3
aku percaya kita bisa menyelesaikan setiap tantangan yang ada;aku percaya bisa menyelesaikan tantangan ada;aku percaya bisa selesai tantang ada;trust;6
bahagia itu adalah ketika bisa bertemu dengan teman lama dan berbagi cerita;bahagia adalah bisa bertemu teman lama berbagi cerita;bahagia adalah bisa temu teman lama bagi cerita;joy;4
kadang merasa gak adil lihat orang lain bisa hidup nyaman sementara aku harus berjuang keras;kadang merasa adil lihat orang bisa hidup nyaman aku berjuang keras;kadang rasa adil lihat orang bisa hidup nyaman aku juang keras;sadness;5
tidak tahan lagi ingin cepat menyelesaikan novel yang lagi aku tulis;tahan ingin cepat menyelesaikan novel lagi aku tulis;tahan ingin cepat selesai novel lagi aku tulis;anticipation;1
lingkungan penuh dengan bau tidak sedap dan sampah di manamana;lingkungan penuh bau sedap sampah manamana;lingkung penuh bau sedap sampah manamana;disgust;2
tidak bisa fokus karena pikiranku terus ke acara besok;bisa fokus pikiranku terus acara besok;bisa fokus pikir terus acara besok;anticipation;1
ingin cepat melihat seluruh keluarga berkumpul di hari suci nanti;cepat melihat seluruh keluarga berkumpul hari suci;cepat lihat seluruh keluarga kumpul hari suci;anticipation;1
tidak tahan lihat sampah berserakan di pinggir jalan;tahan lihat sampah berserakan pinggir jalan;tahan lihat sampah sera pinggir jalan;disgust;2
kesel maksimal banyak adegan di buku ini yang tidak logis sama sekali;kesel maksimal banyak adegan buku yang logis sama sekali;kesel maksimal banyak adegan buku yang logis sama sekali;anger;0
bersepeda di alam terbuka selalu membuat hatiku penuh kebahagiaan;bersepeda alam terbuka selalu membuat hatiku penuh kebahagiaan;sepeda alam buka selalu buat hati penuh bahagia;joy;4
kenapa ya ada orang yang masih suka buang sampah di jalan;ya orang masih suka buang sampah jalan;ya orang masih suka buang sampah jalan;disgust;2
ketakutan ini begitu kuat hingga aku merasa tidak punya kendali atas hidupku;ketakutan begitu kuat hingga aku merasa punya kendali atas hidupku;takut begitu kuat hingga aku rasa punya kendali atas hidup;fear;3
kadang pengkhianatan datang dari orang yang paling kamu percaya dan itu menyakitkan;kadang pengkhianatan datang orang paling kamu percaya itu menyakitkan;kadang khianat datang orang paling kamu percaya itu sakit;sadness;5
setiap tindakanmu selalu menunjukkan betapa berharganya rasa percayaku padamu;tindakanmu selalu menunjukkan betapa berharganya rasa percayaku padamu;tindak selalu tunjuk betapa harga rasa percaya pada;trust;6
tidak tahan lihat kondisi toilet umum yang penuh kotoran;tahan lihat kondisi toilet umum penuh kotoran;tahan lihat kondisi toilet umum penuh kotor;disgust;2
melihat orang yang tertindas karena ketidakadilan bikin hati ini hancur;melihat orang tertindas ketidakadilan membuat hati hancur;lihat orang tindas ketidakadilan buat hati hancur;sadness;5
mengirimkan tugas lebih awal bikin aku merasa lebih tenang dan bahagia;mengirimkan tugas lebih awal membuat aku merasa lebih tenang bahagia;kirim tugas lebih awal buat aku rasa lebih tenang bahagia;joy;4
tidak sabar buat mulai bikin kerajinan tangan dari bahanbahan baru;sabar buat mulai membuat kerajinan tangan bahanbahan baru;sabar buat mulai buat rajin tangan bahanbahan baru;anticipation;1
kepercayaan ini adalah anugerah yang tidak bisa dinilai dengan uang;kepercayaan adalah anugerah tidak dinilai uang;percaya adalah anugerah tidak nilai uang;trust;6
lihat orang berbagi makanan dengan orang lain yang lagi sakit;lihat orang berbagi makanan orang yang sakit;lihat orang bagi makan orang yang sakit;disgust;2
tidak bisa berhenti mikirin besok pagi karena terlalu senang;bisa berhenti mikirin besok pagi terlalu senang;bisa henti mikirin besok pagi terlalu senang;anticipation;1
kesel banget karena hobiku tidak pernah kasih hasil yang sesuai harapan;kesel banget hobiku pernah kasih hasil sesuai harapan;kesel banget hobi pernah kasih hasil sesuai harap;anger;0
makan siang dengan hidangan favorit bikin hari kerja terasa lebih ringan;makan siang hidangan favorit membuat hari kerja terasa lebih ringan;makan siang hidang favorit buat hari kerja asa lebih ringan;joy;4
takut buat terbuka takut kalau nanti dikecewakan lagi;takut buat terbuka takut kalau dikecewakan;takut buat buka takut kalau kecewa;fear;3
melihat matahari terbenam di pantai membuatku merasa begitu bahagia;melihat matahari terbenam pantai membuatku merasa bahagia;lihat matahari benam pantai buat rasa bahagia;joy;4
marah banget karena barang yang baru aja dibeli udah rusak dalam waktu singkat;marah banget barang baru aja dibeli rusak waktu singkat;marah banget barang baru aja beli rusak waktu singkat;anger;0
setiap detik bersamamu mengingatkanku betapa berartinya kepercayaan ini;detik bersamamu mengingatkanku betapa berartinya kepercayaan;detik sama ingat betapa arti percaya;trust;6
semakin dekat hari mancing semakin tidak sabar ingin langsung pergi;semakin dekat hari mancing semakin sabar langsung pergi;makin dekat hari mancing makin sabar langsung pergi;anticipation;1
rasanya bahagia ketika bisa berbagi cerita dengan sahabat lama;rasanya bahagia bisa berbagi cerita sahabat lama;rasa bahagia bisa bagi cerita sahabat lama;joy;4
kadang ingin lari dari dunia yang penuh kebencian ini;kadang lari dunia penuh kebencian;kadang lari dunia penuh benci;sadness;5
kenapa ya makanan di kulkas ini udah basi tapi masih disimpan;ya makanan kulkas sudah basi masih disimpan;ya makan kulkas sudah basi masih simpan;disgust;2
marah banget karena setiap kali aku berusaha keras hasilnya selalu mengecewakan;marah banget setiap kali aku berusaha keras hasilnya selalu mengecewakan;marah banget tiap kali aku usaha keras hasil selalu kecewa;anger;0
aku yakin kamu akan selalu menjaga kepercayaan ini;aku yakin kamu selalu menjaga kepercayaan;aku yakin kamu selalu jaga percaya;trust;6
rasanya tidak tenang karena menunggu kabar penting hari ini;rasanya tenang menunggu kabar penting hari;rasa tenang tunggu kabar penting hari;anticipation;1
aku percaya pada setiap langkah yang kamu ambil untuk kita;aku percaya setiap langkah kamu ambil kita;aku percaya tiap langkah kamu ambil kita;trust;6
aku takut kalau aku akan membuat kesalahan besar yang tidak bisa diperbaiki;aku takut kalau aku membuat kesalahan besar tidak diperbaiki;aku takut kalau aku buat salah besar tidak baik;fear;3
aku bahagia karena bisa menikmati hidangan penutup manis setelah makan malam;aku bahagia bisa menikmati hidangan penutup manis makan malam;aku bahagia bisa nikmat hidang tutup manis makan malam;joy;4
melihat orang baik terluka di dunia ini bikin aku kehilangan harapan;melihat orang baik terluka dunia membuat aku kehilangan harapan;lihat orang baik luka dunia buat aku hilang harap;sadness;5
marah banget karena musuh di game ini terlalu overpowered;marah banget musuh game terlalu overpowered;marah banget musuh game terlalu overpowered;anger;0
rasanya seperti kehilangan arah tanpa dia;rasanya kehilangan arah dia;rasa hilang arah dia;sadness;5
aku merasa sangat takut setiap kali harus memikirkan tentang apa yang akan datang;aku merasa sangat takut kali memikirkan apa akan datang;aku rasa sangat takut kali pikir apa akan datang;fear;3
setiap tindakanmu membuktikan bahwa kepercayaan ini tidak siasia;tindakanmu membuktikan kepercayaan tidak siasia;tindak bukti percaya tidak siasia;trust;6
rasanya bahagia bisa menghabiskan waktu di studio fotografi hari ini;rasanya bahagia menghabiskan waktu studio fotografi hari;rasa bahagia habis waktu studio fotografi hari;joy;4
aku percaya kita bisa mengatasi setiap tantangan yang ada di depan;aku percaya bisa mengatasi tantangan ada depan;aku percaya bisa atas tantang ada depan;trust;6
aku takut kalau aku akan kehilangan semua yang aku cintai;aku takut kalau aku kehilangan semua aku cintai;aku takut kalau aku hilang semua aku cinta;fear;3
ngitung jam karena tidak sabar buat akhirnya menjalani janji suci yang selama ini dinantikan;ngitung jam tidak sabar buat akhirnya menjalani janji suci selama dinantikan;ngitung jam tidak sabar buat akhir jalan janji suci lama nanti;anticipation;1
rasa takut ini membuatku merasa seperti aku tidak pernah bisa membuat keputusan yang benar;rasa takut membuatku merasa aku pernah membuat keputusan benar;rasa takut buat rasa aku pernah buat putus benar;fear;3
ingin rasanya bebas dari beban finansial tapi kenyataan gak sejalan;rasanya bebas beban finansial kenyataan sejalan;rasa bebas beban finansial nyata jalan;sadness;5
bau menyengat di ruang tamu ini benarbenar mengganggu;bau menyengat ruang tamu benarbenar mengganggu;bau sengat ruang tamu benarbenar ganggu;disgust;2
tidak tahan dengan bau busuk yang berasal dari tempat sampah umum di sekitar rumahku;tahan bau busuk berasal tempat sampah umum sekitar rumahku;tahan bau busuk asal tempat sampah umum sekitar rumah;disgust;2
sering takut gagal tapi aku tahu kalau tidak coba aku tidak akan pernah tahu hasilnya;sering takut gagal aku tahu kalau coba aku akan pernah tahu hasilnya;sering takut gagal aku tahu kalau coba aku akan pernah tahu hasil;fear;3
gugup setiap kali memikirkan hari suci yang semakin dekat;gugup kali memikirkan hari suci semakin dekat;gugup kali pikir hari suci makin dekat;anticipation;1
kesel maksimal tidak pernah puas sama hasil karya dari hobiku;kesel maksimal pernah puas sama hasil karya hobiku;kesel maksimal pernah puas sama hasil karya hobi;anger;0
marah banget karena kamu selalu bikin aku merasa kurang dalam hubungan ini;marah banget kamu selalu membuat aku merasa kurang hubungan;marah banget kamu selalu buat aku rasa kurang hubung;anger;0
tidak sabar buat hidup yang lebih baik tapi kenyataannya terus bikin frustasi;sabar buat hidup lebih baik kenyataannya terus membuat frustasi;sabar buat hidup lebih baik nyata terus buat frustasi;anger;0
rasanya frustasi karena barang yang dibeli tidak sesuai dengan spesifikasi;rasanya frustasi barang dibeli sesuai spesifikasi;rasa frustasi barang beli sesuai spesifikasi;anger;0
bisa menyelesaikan proyek yang sudah lama ditunda rasanya sangat membahagiakan;menyelesaikan proyek sudah lama ditunda rasanya sangat membahagiakan;selesai proyek sudah lama tunda rasa sangat bahagia;joy;4
aku merasa sangat bahagia bisa berbicara dengan teman yang sudah lama tidak bertemu;aku merasa sangat bahagia berbicara teman sudah lama bertemu;aku rasa sangat bahagia bicara teman sudah lama temu;joy;4
lihat orang mandi di tempat umum;lihat orang mandi tempat umum;lihat orang mandi tempat umum;disgust;2
setiap saat bersamamu menguatkan rasa percayaku padamu;saat bersamamu menguatkan rasa percayaku padamu;saat sama kuat rasa percaya pada;trust;6
menyelesaikan puzzle di game bikin aku merasa puas dan bahagia;menyelesaikan puzzle game membuat aku merasa puas bahagia;selesai puzzle game buat aku rasa puas bahagia;joy;4
masih ngerasa kosong dan kehilangan sejak ibu pergi;ngerasa kosong kehilangan sejak ibu pergi;ngerasa kosong hilang sejak ibu pergi;sadness;5
rasanya bahagia ketika bisa memberikan hadiah kejutan kepada orang yang aku cintai;rasanya bahagia bisa memberikan hadiah kejutan orang aku cintai;rasa bahagia bisa beri hadiah kejut orang aku cinta;joy;4
kesel maksimal karena game ini sering crash di tengah jalan;kesel maksimal game sering crash tengah jalan;kesel maksimal game sering crash tengah jalan;anger;0
bahagia itu saat bisa menyaksikan anakanak bermain dengan riang;bahagia saat menyaksikan anakanak bermain riang;bahagia saat saksi anakanak main riang;joy;4
lihat orang garuk garuk kepala terus ketombe beterbangan;lihat orang garuk garuk kepala terus ketombe beterbangan;lihat orang garuk garuk kepala terus ketombe bangan;disgust;2
marah banget karena barang yang aku beli cepat banget rusak meskipun baru dipakai sebentar;marah banget barang aku beli cepat banget rusak meskipun baru dipakai sebentar;marah banget barang aku beli cepat banget rusak meski baru pakai sebentar;anger;0
kepercayaan ini membuat hubungan kita semakin erat dan harmonis;kepercayaan membuat hubungan semakin erat harmonis;percaya buat hubung makin erat harmonis;trust;6
gak ada kata yang bisa ngegambarin betapa sakitnya kehilangan ini;ada kata bisa ngegambarin betapa sakitnya kehilangan;ada kata bisa ngegambarin betapa sakit hilang;sadness;5
aku takut banget untuk menghadapi hari esok karena tidak tahu apa yang akan terjadi;aku takut banget menghadapi hari esok tidak tahu apa akan terjadi;aku takut banget hadap hari esok tidak tahu apa akan jadi;fear;3
rasa takut bikin aku lebih sering menghindar daripada menghadapi masalah;rasa takut membuat aku lebih sering menghindar menghadapi masalah;rasa takut buat aku lebih sering hindar hadap masalah;fear;3
tidak sabar buat tahu apakah aku bisa mencapai semua yang aku inginkan;sabar buat tahu aku mencapai semua aku inginkan;sabar buat tahu aku capai semua aku ingin;anticipation;1
rasanya gugup setiap kali mikirin momen ketemuan nanti;rasanya gugup kali mikirin momen ketemuan;rasa gugup kali mikirin momen ketemu;anticipation;1
kadang ngerasa minder sama pencapaian orang lain;kadang ngerasa minder sama pencapaian orang;kadang ngerasa minder sama capai orang;sadness;5
rasanya campur aduk antara senang dan gugup nunggu hari h;rasanya campur aduk senang gugup nunggu hari h;rasa campur aduk senang gugup nunggu hari h;anticipation;1
kadang ingin menyerah aja karena dunia ini terlalu kejam buat orang yang jujur;kadang menyerah aja dunia terlalu kejam buat orang jujur;kadang serah aja dunia terlalu kejam buat orang jujur;sadness;5
