Jam Tidur Semalam,Seberapa Sibuk Anda Hari Ini (1-5),Seberapa Banyak Tugas/Pekerjaan (1-5),Suasana Hati Anda (1-5),Ceritakan Hari Anda Hari Ini
5,4,4,4,"lumayan lah, ada naik turunnya tapi masih oke"
8,2,1,5,"mood on fire dari pagi, semua kerasa ringan"
7,5,5,1,ngerasa gak ada yang ngerti apa yang aku rasain hari ini
7,3,4,2,"gak banyak ngomong hari ini, lebih banyak mikir sendiri"
5,1,1,5,pagi tadi olahraga dulu jadinya badan enak banget
9,1,2,4,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
7,5,5,3,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
1,4,5,1,"merasa gagal hari ini, padahal udah usaha sebisa mungkin"
11,4,5,2,"menjalani hari ini tanpa ekspektasi, hasilnya ya segini"
5,1,1,5,finally kelar juga projek yang udah molor berminggu-minggu
11,2,2,4,finally kelar juga projek yang udah molor berminggu-minggu
7,2,1,4,"hari ini chill tapi tetep produktif, perfect combo"
8,1,1,4,"dengerin playlist favorit sambil ngerjain tugas, efeknya luar biasa"
7,5,5,1,"down parah hari ini, semangat nol besar"
5,3,3,3,"hari ini biasa aja sih, gak ada yang spesial"
2,5,5,1,"capek banget, tugas numpuk kayak ga ada habisnya"
6,5,4,3,"standar banget, kayak hari-hari sebelumnya yang mirip"
3,2,3,5,seneng bgt dapet nilai bagus pas ujian tadi
11,1,2,5,"hari ini seger banget, semua tugas kelar on time"
3,1,1,5,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
5,1,1,5,"hari ini seger banget, semua tugas kelar on time"
5,1,2,4,"hari ini fun banget, belajar sambil ketawa-ketawa sama temen"
9,5,5,1,"rasanya pengen pause semuanya, istirahat total dari dunia"
6,2,3,1,"gak banyak drama hari ini, adem ayem aja"
6,3,4,3,"makan oke, kelas oke, tugas oke — semua oke doang"
6,2,3,2,"ngerjain kewajiban, setelah itu ya sudah lah"
5,2,3,4,"happy banget hari ini, banyak hal baik terjadi"
7,4,4,1,"lelah fisik sama mental, dua-duanya udah di titik mentok"
7,5,5,2,"exhausted total, jalan aja udah kayak zombie"
4,5,4,2,"hari ini drama banget, banyak hal yang salah semua"
5,2,2,3,"hari ini fun banget, belajar sambil ketawa-ketawa sama temen"
3,2,2,4,finally kelar juga projek yang udah molor berminggu-minggu
5,4,5,1,"badan oke tapi hati hancur, ga tau kenapa juga"
8,4,4,2,"hari ini drama banget, banyak hal yang salah semua"
9,5,5,1,"hari ini berat banget, ngerasa down dari pagi"
6,1,2,4,"pikiran jernih banget hari ini, bisa fokus full"
7,4,4,3,"hari ini so-so aja, antara males dan mau usaha"
10,3,2,3,"lumayan lah, ada naik turunnya tapi masih oke"
4,4,5,1,gak sanggup lagi pura-pura baik-baik aja di depan semua orang
9,4,3,4,"ngikutin jadwal aja, autopilot mode sepanjang hari"
4,5,5,3,nangis di kamar mandi karena udah gak tahan stressnya
7,1,1,3,tugas beres tapi gak ngerasa puas atau kecewa
8,2,2,4,"produktif parah hari ini, kayak mesin yang ga berhenti"
11,3,4,3,"ngerasa sendiri padahal dikelilingin banyak orang, aneh banget"
9,4,3,5,"hari ini chill tapi tetep produktif, perfect combo"
6,4,4,1,"bad day banget, hampir nangis beberapa kali hari ini"
7,5,5,1,"emotional banget hari ini, gampang baper sama hal kecil"
8,1,2,5,"semuanya berjalan sesuai plan, langka tapi nyata hari ini"
10,3,3,3,"half-half hari ini, sebagian menyenangkan sebagian meh"
4,5,5,2,lelah ngejar semuanya tapi kayak ga pernah sampe
6,4,3,3,"merasa gagal hari ini, padahal udah usaha sebisa mungkin"
8,4,4,2,"gak banyak ngomong hari ini, lebih banyak mikir sendiri"
6,1,1,5,ngerasa punya achievement kecil tapi berarti banget buat aku
11,4,4,3,"tugas segunung, waktu secuil, otak udah mati duluan"
6,2,2,3,"pikiran jernih banget hari ini, bisa fokus full"
5,4,4,2,"burnout parah, udah gak sanggup lagi kayaknya"
11,4,5,2,"anxious dari pagi, banyak hal yang bikin khawatir"
8,5,5,2,"pikiran gelap dateng lagi, susah diusir pergi"
5,3,3,5,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
5,5,5,2,"cape hati, bukan cape badan — itu yang paling melelahkan"
5,4,4,1,"kesal sama diri sendiri, harusnya bisa lebih baik dari ini"
4,2,1,5,"kerjaan beres semua, sisa waktu buat rebahan tenang"
9,5,5,1,pengen balik ke kasur dan ga keluar selamanya rasanya
5,1,1,3,kerja keras dikit tapi hasilnya ya segitu-gitu aja
9,4,4,2,"semua hal kerasa berat dan susah hari ini, capek"
5,2,1,5,"happy banget hari ini, banyak hal baik terjadi"
4,5,4,3,"overthinking parah tadi malem, jadinya kurang tidur dan lesu"
9,5,5,1,"semua salah hari ini, dimulai dari bangun telat sampe tugas error"
7,5,4,1,"hari ini berat banget, ngerasa down dari pagi"
6,4,3,2,"gak mood sama sekali, males banget ngapa-ngapain hari ini"
4,1,2,4,"lunch enak, cuaca oke, tugas beres — hari sempurna"
6,2,1,4,"mood on fire dari pagi, semua kerasa ringan"
10,5,5,2,ngerasa gak ada yang ngerti apa yang aku rasain hari ini
1,5,5,1,"semua orang kayak nyebelin hari ini, atau mungkin aku yang sensitif"
7,3,2,2,"waktu terasa lambat, tapi akhirnya selesai juga hari ini"
8,1,1,5,"semuanya berjalan sesuai plan, langka tapi nyata hari ini"
8,5,4,2,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
10,2,1,4,"mood on fire dari pagi, semua kerasa ringan"
6,4,4,3,overthinking dikit tapi masih bisa dikendaliin untungnya
7,5,4,3,hari ini terasa panjang tapi ya udah dijalanin aja
8,5,5,2,"emotional banget hari ini, gampang baper sama hal kecil"
7,3,3,4,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
6,4,4,2,"kadang bosen kadang oke, selang-seling gitu rasanya"
6,2,1,5,"ngerasa hidup hari ini, bukan cuma ngejalanin rutinitas doang"
8,1,1,4,alhamdulillah hari ini lancar banget ga ada hambatan
3,4,4,2,"down parah hari ini, semangat nol besar"
8,3,3,2,"semua orang kayak nyebelin hari ini, atau mungkin aku yang sensitif"
7,4,3,3,"bad day banget, hampir nangis beberapa kali hari ini"
7,4,3,3,"gak mood sama sekali, males banget ngapa-ngapain hari ini"
8,2,3,2,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
12,5,5,1,"badan oke tapi hati hancur, ga tau kenapa juga"
7,5,5,3,"capek banget, tugas numpuk kayak ga ada habisnya"
6,2,2,4,"pikiran jernih banget hari ini, bisa fokus full"
6,2,1,5,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
7,3,3,4,"hari ini so-so aja, antara males dan mau usaha"
10,3,2,4,excited karena dapet kesempatan baru yang udah lama ditunggu
7,3,4,3,"gak ada komplain sih sebenernya, tapi gak excited juga"
6,3,3,3,"reconnect sama passion lama hari ini, bikin semangat lagi"
7,5,5,1,"down parah hari ini, semangat nol besar"
12,1,2,5,dapet feedback positif yang bikin makin yakin sama diri sendiri
5,2,1,4,"hari ini penuh tawa, lupa sama capek dan penat"
3,1,2,5,"pulang lebih awal, sempet me time yang udah lama kangen"
12,3,4,3,"pikiran jernih banget hari ini, bisa fokus full"
8,5,5,1,"bad day banget, hampir nangis beberapa kali hari ini"
4,3,2,4,excited karena dapet kesempatan baru yang udah lama ditunggu
10,4,3,2,"pikiran gelap dateng lagi, susah diusir pergi"
2,3,3,3,"cukup lah hari ini, tidak lebih tidak kurang"
7,5,4,3,"exhausted total, jalan aja udah kayak zombie"
4,1,1,5,"hari ini berasa ringan banget, kayak abis lepas beban"
7,1,1,5,alhamdulillah hari ini lancar banget ga ada hambatan
8,4,4,1,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
5,5,5,1,"exhausted total, jalan aja udah kayak zombie"
8,2,3,5,"ngerasa hidup hari ini, bukan cuma ngejalanin rutinitas doang"
4,4,3,5,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
6,5,5,2,"cape hati, bukan cape badan — itu yang paling melelahkan"
10,2,1,3,"badan oke pikiran oke, tapi gak ada spark gitu"
5,1,1,5,"hari ini fun banget, belajar sambil ketawa-ketawa sama temen"
4,4,4,3,"stress parah, deadline mepet semua barengan nyerang"
5,4,5,1,"anxious dari pagi, banyak hal yang bikin khawatir"
7,2,1,5,pagi tadi olahraga dulu jadinya badan enak banget
9,4,4,3,"merasa gagal hari ini, padahal udah usaha sebisa mungkin"
5,4,4,1,"gak mood sama sekali, males banget ngapa-ngapain hari ini"
7,3,2,3,"standar banget, kayak hari-hari sebelumnya yang mirip"
6,2,2,2,"lumayan lah, ada naik turunnya tapi masih oke"
7,3,3,3,"badan oke pikiran oke, tapi gak ada spark gitu"
5,3,4,2,gak sanggup lagi pura-pura baik-baik aja di depan semua orang
2,4,4,2,"badan oke pikiran oke, tapi gak ada spark gitu"
11,5,4,1,"rasanya pengen pause semuanya, istirahat total dari dunia"
8,5,5,1,"emotional banget hari ini, gampang baper sama hal kecil"
2,4,3,2,"overwhelmed banget, kepala udah penuh mau meledak rasanya"
7,2,2,5,semangat banget ngerjain tugas karena topiknya menarik bgt
5,5,5,2,"cape hati, bukan cape badan — itu yang paling melelahkan"
5,4,4,2,"mood jelek dari bangun tidur, dan terus gitu sampe malem"
9,2,2,5,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
4,2,3,3,"produktif parah hari ini, kayak mesin yang ga berhenti"
9,4,5,2,"lumayan lah, ada naik turunnya tapi masih oke"
8,2,3,5,pagi tadi olahraga dulu jadinya badan enak banget
7,1,1,4,pagi tadi olahraga dulu jadinya badan enak banget
8,2,3,3,"hari ini fun banget, belajar sambil ketawa-ketawa sama temen"
8,4,5,1,"merasa gagal hari ini, padahal udah usaha sebisa mungkin"
6,1,1,5,excited karena dapet kesempatan baru yang udah lama ditunggu
5,4,5,1,"overthinking parah tadi malem, jadinya kurang tidur dan lesu"
3,2,1,4,"hari ini berasa ringan banget, kayak abis lepas beban"
10,3,4,2,"exhausted total, jalan aja udah kayak zombie"
4,4,3,5,"hari ini berasa ringan banget, kayak abis lepas beban"
4,1,1,4,cuaca cerah bikin hati ikutan happy ga keruan
5,2,2,5,seneng bgt dapet nilai bagus pas ujian tadi
5,2,3,4,"hari ini penuh tawa, lupa sama capek dan penat"
6,4,5,2,"ya gini-gini aja, standar banget hari ini mah"
6,3,4,5,dapet feedback positif yang bikin makin yakin sama diri sendiri
4,1,1,5,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
4,5,5,3,"ngerasa sendiri padahal dikelilingin banyak orang, aneh banget"
5,4,4,1,"semua hal kerasa berat dan susah hari ini, capek"
7,4,4,4,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
6,2,1,4,belajar hal baru hari ini dan rasanya nagih banget
7,5,5,1,"down parah hari ini, semangat nol besar"
4,4,4,2,"bad day banget, hampir nangis beberapa kali hari ini"
10,3,2,3,"gak ada komplain sih sebenernya, tapi gak excited juga"
7,5,4,1,"overthinking parah tadi malem, jadinya kurang tidur dan lesu"
7,5,5,1,"gak mood sama sekali, males banget ngapa-ngapain hari ini"
5,4,3,2,tugas beres tapi gak ngerasa puas atau kecewa
6,4,4,2,"bad day banget, hampir nangis beberapa kali hari ini"
3,5,5,2,pengen balik ke kasur dan ga keluar selamanya rasanya
8,4,5,1,"exhausted total, jalan aja udah kayak zombie"
6,3,2,5,"mood on fire dari pagi, semua kerasa ringan"
10,5,5,1,"semua orang kayak nyebelin hari ini, atau mungkin aku yang sensitif"
5,3,3,2,ngerasa gak ada yang ngerti apa yang aku rasain hari ini
7,5,4,2,"gak mood sama sekali, males banget ngapa-ngapain hari ini"
6,1,1,4,"dengerin playlist favorit sambil ngerjain tugas, efeknya luar biasa"
4,5,5,2,"badan oke tapi hati hancur, ga tau kenapa juga"
8,3,2,2,"merasa gagal hari ini, padahal udah usaha sebisa mungkin"
4,2,1,5,pagi tadi olahraga dulu jadinya badan enak banget
7,2,1,3,"hari ini so-so aja, antara males dan mau usaha"
5,4,5,1,"capek banget, tugas numpuk kayak ga ada habisnya"
7,1,1,5,dapat apresiasi dari dosen bikin semangat dobel hari ini
6,4,3,3,"capek banget, tugas numpuk kayak ga ada habisnya"
7,2,1,3,"ketemu temen lama, ngobrol sampe lupa waktu deh"
6,1,1,4,"hari ini chill tapi tetep produktif, perfect combo"
8,3,4,5,"ketemu temen lama, ngobrol sampe lupa waktu deh"
5,2,1,4,finally kelar juga projek yang udah molor berminggu-minggu
8,5,4,1,"kesal sama diri sendiri, harusnya bisa lebih baik dari ini"
4,2,1,3,alhamdulillah hari ini lancar banget ga ada hambatan
4,2,1,4,"hari ini seger banget, semua tugas kelar on time"
7,1,1,4,cuaca cerah bikin hati ikutan happy ga keruan
5,2,2,5,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
7,3,3,2,pengen balik ke kasur dan ga keluar selamanya rasanya
5,3,4,2,"semua hal kerasa berat dan susah hari ini, capek"
5,2,3,5,alhamdulillah hari ini lancar banget ga ada hambatan
8,2,2,4,"antara pengen rebahan dan harus produktif, pilih tengah-tengah"
9,3,3,4,"badan oke pikiran oke, tapi gak ada spark gitu"
9,5,4,2,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
7,5,5,1,ngerasa gak ada yang ngerti apa yang aku rasain hari ini
5,5,5,1,nangis di kamar mandi karena udah gak tahan stressnya
8,2,2,5,"ngerasa hidup hari ini, bukan cuma ngejalanin rutinitas doang"
9,5,5,2,"hari ini drama banget, banyak hal yang salah semua"
8,4,4,1,"semua orang kayak nyebelin hari ini, atau mungkin aku yang sensitif"
6,4,3,3,"badan oke tapi hati hancur, ga tau kenapa juga"
5,5,5,2,"stress parah, deadline mepet semua barengan nyerang"
8,2,2,3,"kadang bosen kadang oke, selang-seling gitu rasanya"
8,1,1,5,dapat apresiasi dari dosen bikin semangat dobel hari ini
9,2,3,3,"hari ini seger banget, semua tugas kelar on time"
4,1,1,3,excited karena dapet kesempatan baru yang udah lama ditunggu
7,5,5,3,nangis di kamar mandi karena udah gak tahan stressnya
12,3,3,5,semangat banget ngerjain tugas karena topiknya menarik bgt
9,5,5,2,"tugas segunung, waktu secuil, otak udah mati duluan"
9,5,4,1,"pikiran gelap dateng lagi, susah diusir pergi"
7,5,5,3,"mood jelek dari bangun tidur, dan terus gitu sampe malem"
5,4,3,2,"stress parah, deadline mepet semua barengan nyerang"
5,3,2,1,lelah ngejar semuanya tapi kayak ga pernah sampe
9,1,1,5,"pulang lebih awal, sempet me time yang udah lama kangen"
9,1,1,4,"mood on fire dari pagi, semua kerasa ringan"
9,2,3,5,pagi tadi olahraga dulu jadinya badan enak banget
8,1,2,4,"pulang lebih awal, sempet me time yang udah lama kangen"
5,5,4,2,"hari ini berat banget, ngerasa down dari pagi"
5,2,1,5,"reconnect sama passion lama hari ini, bikin semangat lagi"
10,1,2,5,alhamdulillah hari ini lancar banget ga ada hambatan
9,2,2,4,"hari ini fun banget, belajar sambil ketawa-ketawa sama temen"
3,3,2,4,"kerjaan beres semua, sisa waktu buat rebahan tenang"
7,5,4,3,"hari ini berat banget, ngerasa down dari pagi"
9,1,1,4,finally kelar juga projek yang udah molor berminggu-minggu
9,1,1,5,"ketemu temen lama, ngobrol sampe lupa waktu deh"
9,1,1,4,ngerasa punya achievement kecil tapi berarti banget buat aku
4,4,5,3,"ya jalani aja, toh besok juga bakal ada hari baru"
6,4,3,1,"hari ini berat banget, ngerasa down dari pagi"
5,1,2,3,"ketemu temen lama, ngobrol sampe lupa waktu deh"
6,1,1,3,"mood on fire dari pagi, semua kerasa ringan"
8,2,2,5,"dengerin playlist favorit sambil ngerjain tugas, efeknya luar biasa"
6,4,5,1,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
3,4,5,2,nangis di kamar mandi karena udah gak tahan stressnya
6,4,5,3,"ngerasa sendiri padahal dikelilingin banyak orang, aneh banget"
4,3,3,3,"biasa aja, nothing special, just another day"
5,2,1,5,ngerasa punya achievement kecil tapi berarti banget buat aku
9,3,3,2,"fine-fine aja sih, cuma capek biasa yang wajar"
3,3,4,1,lelah ngejar semuanya tapi kayak ga pernah sampe
6,2,2,5,"hari ini berasa ringan banget, kayak abis lepas beban"
1,4,4,2,nangis di kamar mandi karena udah gak tahan stressnya
4,2,3,3,"ketemu temen lama, ngobrol sampe lupa waktu deh"
4,2,1,4,"ketemu temen lama, ngobrol sampe lupa waktu deh"
1,3,3,2,"tugas segunung, waktu secuil, otak udah mati duluan"
5,1,1,4,excited karena dapet kesempatan baru yang udah lama ditunggu
5,1,2,4,"hari ini seger banget, semua tugas kelar on time"
5,3,3,3,overthinking dikit tapi masih bisa dikendaliin untungnya
9,4,4,4,"gak banyak drama hari ini, adem ayem aja"
3,4,5,1,"stress parah, deadline mepet semua barengan nyerang"
5,5,5,1,"gak mood sama sekali, males banget ngapa-ngapain hari ini"
4,5,4,1,"mood jelek dari bangun tidur, dan terus gitu sampe malem"
10,2,3,3,dapat apresiasi dari dosen bikin semangat dobel hari ini
5,4,3,2,"stress parah, deadline mepet semua barengan nyerang"
7,1,2,4,"pulang lebih awal, sempet me time yang udah lama kangen"
5,2,3,5,"produktif parah hari ini, kayak mesin yang ga berhenti"
11,4,4,2,"stress parah, deadline mepet semua barengan nyerang"
7,1,1,4,pagi tadi olahraga dulu jadinya badan enak banget
4,5,5,1,"lelah fisik sama mental, dua-duanya udah di titik mentok"
5,4,4,2,pengen kabur dari semua tanggung jawab ini sesaat aja
3,2,2,4,"pikiran jernih banget hari ini, bisa fokus full"
6,1,2,3,semangat banget ngerjain tugas karena topiknya menarik bgt
7,4,4,2,"susah fokus banget, pikiran lari kemana-mana terus"
1,3,4,3,"hari ini ngalir, gak ada yang perlu dilebih-lebihkan"
7,1,1,5,cuaca cerah bikin hati ikutan happy ga keruan
5,4,5,2,"badan oke tapi hati hancur, ga tau kenapa juga"
7,1,1,5,"hari ini seger banget, semua tugas kelar on time"
6,2,1,5,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
6,2,1,5,dapat apresiasi dari dosen bikin semangat dobel hari ini
2,2,3,4,"pulang lebih awal, sempet me time yang udah lama kangen"
4,3,2,1,"pikiran gelap dateng lagi, susah diusir pergi"
10,2,1,5,"ketemu temen lama, ngobrol sampe lupa waktu deh"
5,1,1,4,"mood on fire dari pagi, semua kerasa ringan"
4,1,1,4,"happy banget hari ini, banyak hal baik terjadi"
7,1,2,5,belajar hal baru hari ini dan rasanya nagih banget
7,5,4,1,"susah fokus banget, pikiran lari kemana-mana terus"
6,4,3,4,"ngerasa hidup hari ini, bukan cuma ngejalanin rutinitas doang"
3,3,3,2,"makan oke, kelas oke, tugas oke — semua oke doang"
10,2,1,4,"gak ada yang aneh, ngalir aja kayak biasa"
6,4,4,1,lelah ngejar semuanya tapi kayak ga pernah sampe
9,4,3,1,"tugas segunung, waktu secuil, otak udah mati duluan"
10,1,2,4,"ngerasa hidup hari ini, bukan cuma ngejalanin rutinitas doang"
4,4,5,1,"exhausted total, jalan aja udah kayak zombie"
8,4,5,2,"lelah fisik sama mental, dua-duanya udah di titik mentok"
8,4,4,2,"stress parah, deadline mepet semua barengan nyerang"
8,2,2,4,"lunch enak, cuaca oke, tugas beres — hari sempurna"
7,1,1,5,cuaca cerah bikin hati ikutan happy ga keruan
5,4,3,4,cuaca cerah bikin hati ikutan happy ga keruan
11,2,2,3,"pikiran jernih banget hari ini, bisa fokus full"
5,1,1,5,"pulang lebih awal, sempet me time yang udah lama kangen"
6,5,4,2,"semua hal kerasa berat dan susah hari ini, capek"
5,4,4,3,"hari ini ngalir, gak ada yang perlu dilebih-lebihkan"
3,1,1,3,"ketemu temen lama, ngobrol sampe lupa waktu deh"
4,4,3,1,"susah fokus banget, pikiran lari kemana-mana terus"
6,2,2,5,"hari ini penuh tawa, lupa sama capek dan penat"
12,3,4,3,"ngikutin jadwal aja, autopilot mode sepanjang hari"
9,3,4,1,"mood jelek dari bangun tidur, dan terus gitu sampe malem"
11,5,4,1,"rasanya pengen pause semuanya, istirahat total dari dunia"
4,1,1,5,"kerjaan beres semua, sisa waktu buat rebahan tenang"
8,1,2,5,"lunch enak, cuaca oke, tugas beres — hari sempurna"
3,5,4,2,"capek banget, tugas numpuk kayak ga ada habisnya"
5,4,4,2,"capek banget, tugas numpuk kayak ga ada habisnya"
7,5,5,2,"hari ini drama banget, banyak hal yang salah semua"
2,2,3,3,"ngerjain kewajiban, setelah itu ya sudah lah"
11,2,1,5,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
7,3,3,5,semangat banget ngerjain tugas karena topiknya menarik bgt
6,4,5,3,"ngikutin jadwal aja, autopilot mode sepanjang hari"
12,2,1,5,cuaca cerah bikin hati ikutan happy ga keruan
6,3,4,3,"reconnect sama passion lama hari ini, bikin semangat lagi"
2,5,4,2,"semua salah hari ini, dimulai dari bangun telat sampe tugas error"
8,4,3,3,"hari ini drama banget, banyak hal yang salah semua"
7,1,2,4,"ngerasa hidup hari ini, bukan cuma ngejalanin rutinitas doang"
5,3,4,1,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
10,1,1,5,finally kelar juga projek yang udah molor berminggu-minggu
7,1,2,4,dapat apresiasi dari dosen bikin semangat dobel hari ini
8,3,3,1,"lelah fisik sama mental, dua-duanya udah di titik mentok"
6,5,5,3,"down parah hari ini, semangat nol besar"
5,2,2,4,dapat apresiasi dari dosen bikin semangat dobel hari ini
8,1,1,4,ngerasa punya achievement kecil tapi berarti banget buat aku
6,3,2,5,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
4,5,5,2,pengen balik ke kasur dan ga keluar selamanya rasanya
